Individual_ID	Site	Country	Region	Group_label	Latitude	Longitude	Data_source	Age_upper	Age_lower	Age_average	Dating	Sex	Y_haplogroup_major	Y_haplogroup_derived	Coverage	Average_GP	Flag	Cluster_ID	Cluster_fine	Cluster_global	Cluster_group
R1283	Cancelleria	Italy	SouthernEurope	Italy_Medieval	41.9	12.47	Antonio_Science_2019	1179	1003	1091	direct	XY	J2b	J2b1	1.08	0.995	0	2.1.2.1.1.2.2	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1285	Cancelleria	Italy	SouthernEurope	Italy_Medieval	41.9	12.47	Antonio_Science_2019	976	915	946	direct	XY	C1	C1	1.03	0.995	0	2.1.2.1.2.1.1	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1290	Cancelleria	Italy	SouthernEurope	Italy_Medieval	41.9	12.47	Antonio_Science_2019	655	550	603	direct	XX	NA	NA	1.09	0.996	0	2.1.1.2.1.1.1	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1287	Cancelleria	Italy	SouthernEurope	Italy_Medieval	41.9	12.47	Antonio_Science_2019	539	503	521	context	XY	R1b	R1b1a1b1a1	1.18	0.996	0	2.1.2.1.2.3.2	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1288	Cancelleria	Italy	SouthernEurope	Italy_Medieval	41.9	12.47	Antonio_Science_2019	539	503	521	context	XX	NA	NA	1.15	0.996	0	1.1.1.5.2.1	Europe_1900BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
R1289	Cancelleria	Italy	SouthernEurope	Italy_Medieval	41.9	12.47	Antonio_Science_2019	539	503	521	context	XX	NA	NA	0.78	0.995	0	2.1.2.1.1.2.1	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R1286	Cancelleria	Italy	SouthernEurope	Italy_Medieval	41.9	12.47	Antonio_Science_2019	539	503	521	direct	XY	I1	I1	1.09	0.996	0	1.1.1.3.1.1.1.1	Europe_1600BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
R1219	Cancelleria	Italy	SouthernEurope	Italy_Medieval	41.9	12.47	Antonio_Science_2019	533	487	510	direct	XY	E1b	E1b1b1a1b1	1.67	0.997	0	1.1.1.1.2.1.2	Europe_1100BP_250BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
R1220	Cancelleria	Italy	SouthernEurope	Italy_Medieval	41.9	12.47	Antonio_Science_2019	470	460	465	context	XY	R1b	R1b1a1b1a1	1.06	0.995	0	1.1.1.1.2.1.3	Europe_1100BP_250BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
R1221	Cancelleria	Italy	SouthernEurope	Italy_Medieval	41.9	12.47	Antonio_Science_2019	470	460	465	context	XY	J2a	J2a1a1b2a1b	1.37	0.996	0	1.2.1.1.2.1.5	EuropeNW_4000BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
R1224	Cancelleria	Italy	SouthernEurope	Italy_Medieval	41.9	12.47	Antonio_Science_2019	470	460	465	context	XY	G2a	G2a2b2a1a1b	1.15	0.996	0	1.1.1.1.1.2.3	Europe_1100BP_250BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK534	Foggia	Italy	SouthernEurope	Italy_Medieval	41.42	15.58	Margyaran_Nature_2020	910	690	800	direct	XY	R1b	R1b1a1b1a1	1.21	0.994	0	2.1.1.3.1.1.2	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
VK535	Foggia	Italy	SouthernEurope	Italy_Medieval	41.42	15.58	Margyaran_Nature_2020	760	665	713	direct	XY	R1b	R1b1a1b1b	1.29	0.994	0	2.1.2.1.2.2.2.1	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
VK536	Foggia	Italy	SouthernEurope	Italy_Medieval	41.34	15.26	Margyaran_Nature_2020	850	550	700	context	XX	NA	NA	1.06	0.993	0	2.1.2.1.2.2.1.2	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
VK537	Foggia	Italy	SouthernEurope	Italy_Medieval	41.34	15.26	Margyaran_Nature_2020	850	550	700	context	XX	NA	NA	1.41	0.994	0	2.1.2.1.1.1.9	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
VK538	Foggia	Italy	SouthernEurope	Italy_Medieval	41.34	15.26	Margyaran_Nature_2020	850	550	700	context	XY	L1a	L1a1b	1.26	0.995	0	1.3.1.1.2.1	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
R970	Tivoli Palazzo Cianti	Italy	SouthernEurope	Italy_Medieval	41.96	12.75	Antonio_Science_2019	350	250	300	context	XY	J2a	J2a1a1b2a1b	0.63	0.994	0	2.1.2.1.2.1.7	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R973	Tivoli Palazzo Cianti	Italy	SouthernEurope	Italy_Medieval	41.96	12.75	Antonio_Science_2019	350	250	300	context	XX	NA	NA	1.16	0.996	0	2.1.2.1.3.1	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
R969	Tivoli Palazzo Cianti	Italy	SouthernEurope	Italy_Medieval	41.96	12.75	Antonio_Science_2019	350	250	300	context	XY	J2a	J2a1a1a2b2a1	2.47	0.997	0	2.1.1.2.2.1.1	Italy_2600BP_600BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
NEO694	Santa Maira	Spain	SouthernEurope	Iberia_Mesolithic	38.73	-0.463	thisStudy	9598	9446	9522	direct	XY	I2a	I2a1a	0.28	0.989	0	4.2.2.2.2.1	Iberia_9000BP_7000BP	Europe_15000BP_4000BP	HG_EuropeW
Chan	Chan do Lindeiro	Spain	SouthernEurope	Iberia_Mesolithic	42.73	-7.03	GonzalesFortes_CurrentBiology_2017	9255	9007	9131	direct	XX	NA	NA	5.01	0.997	0	4.2.2.2.2.1	Iberia_9000BP_7000BP	Europe_15000BP_4000BP	HG_EuropeW
Brana	Leon, La Brana-Arintero	Spain	SouthernEurope	Iberia_Mesolithic	42.91	-5.38	Olalde_Nature_2014	7933	7697	7815	direct	XY	C1	C1	3.02	0.997	0	4.2.2.2.2.2	Iberia_9000BP_7000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO646	El Mazo	Spain	SouthernEurope	Iberia_Mesolithic	43.404	-4.707	thisStudy	8365	8182	8274	direct	XX	NA	NA	1.59	0.994	0	4.2.2.2.1.2	Iberia_9000BP_7000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO938	El Mazo	Spain	SouthernEurope	Iberia_Mesolithic	43.404	-4.707	thisStudy	7966	7789	7878	direct	XX	NA	NA	0.48	0.992	0	4.2.2.2.1.4	Iberia_9000BP_7000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO648	El Toral III	Spain	SouthernEurope	Iberia_Mesolithic	43.402	-4.707	thisStudy	7616	7432	7524	direct	XY	I2a	I2a1a	1.84	0.995	0	4.2.2.2.1.3	Iberia_9000BP_7000BP	Europe_15000BP_4000BP	HG_EuropeW
Canes1	Canes	Spain	SouthernEurope	Iberia_Mesolithic	43.36	-4.72	GonzalesFortes_CurrentBiology_2017	7245	6985	7115	direct	XX	NA	NA	1.65	0.994	0	4.2.2.2.1.1	Iberia_9000BP_7000BP	Europe_15000BP_4000BP	HG_EuropeW
CB13	Cova Bonica, Vallirana, Barcelona	Spain	SouthernEurope	Iberia_Neolithic_Cardial	41.37	1.89	OlaldeMBE_2015	7419	7277	7348	direct	XX	NA	NA	0.93	0.995	0	2.2.1.1.1.1.4	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
mur	Andalusia, Murciélagos de Zuheros	Spain	SouthernEurope	Iberia_Neolithic_Almagra	42.35	-3.52	Valdiosera_PNAS_2018	7246	7026	7136	direct	XY	G2a	G2a2a	3.47	0.996	0	2.2.1.1.1.1.14	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
LD1174	Lucena, Sima del Angel	Spain	SouthernEurope	Iberia_Neolithic	37.41	-4.42	GonzalesFortes_ProcRoyalSocB_2019	6470	6360	6415	direct	XX	NA	NA	3.56	0.997	0	2.2.1.1.1.1.8	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
COV20126	Lucena, Covacha del Angel	Spain	SouthernEurope	Iberia_Neolithic	37.41	-4.42	GonzalesFortes_ProcRoyalSocB_2019	5647	5529	5588	direct	XY	I2a	I2a1b	0.3	0.99	0	2.2.1.2.2.3	EuropeSW_6000BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
san216	San Quílez	Spain	SouthernEurope	Iberia_Neolithic	42.69	-2.73	Valdiosera_PNAS_2018	5727	5604	5666	direct	XY	H	H	0.2	0.986	0	2.2.1.2.1.10	EuropeSW_6000BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
c40331	Andalusia, Cueva de los Cuarenta	Spain	SouthernEurope	Iberia_Neolithic	37.37	-4.25	Valdiosera_PNAS_2018	5711	5588	5650	direct	XY	I2a	I2a1b	0.29	0.989	0	2.2.1.1.2.2	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
por002	Atapuerca, El Portalón	Spain	SouthernEurope	Iberia_Neolithic	42.35	-3.52	Valdiosera_PNAS_2018	5286	4895	5091	direct	XY	I2a	I2a1a2	0.84	0.991	0	2.2.1.1.1.2.4	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
atp016	Atapuerca, El Portalón	Spain	SouthernEurope	Iberia_Neolithic	42.35	-3.52	Valdiosera_PNAS_2018	5212	4867	5040	direct	XX	NA	NA	13.21	0.999	0	2.2.1.1.1.1.1	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
por004	Atapuerca, El Portalón	Spain	SouthernEurope	Iberia_Neolithic	42.35	-3.52	Valdiosera_PNAS_2018	5042	4868	4955	direct	XY	I2a	I2a1b	0.13	0.984	0	2.2.1.2.2.4	EuropeSW_6000BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
atp12-1420	Atapuerca, El Portalón	Spain	SouthernEurope	Iberia_Neolithic	42.35	-3.52	Valdiosera_PNAS_2018	4961	4830	4896	direct	XY	I2a	I2a1b	2.53	0.996	0	2.2.1.1.1.2.1	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
atp002	Atapuerca, El Portalón	Spain	SouthernEurope	Iberia_Neolithic	42.35	-3.52	Valdiosera_PNAS_2018	4850	4629	4740	direct	XY	H	H	9.11	0.994	0	2.2.1.1.1.2.1	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
NEO721	Camino de las Yeseras	Spain	SouthernEurope	Iberia_Neolithic	40.439	-3.501	thisStudy	4572	4418	4495	context	XX	NA	NA	0.36	0.989	0	2.2.1.1.1.1.15	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
pir001	Priego de Córdoba	Spain	SouthernEurope	Iberia_BronzeAge_Argar	37.89	-4.78	Valdiosera_PNAS_2018	4050	3400	3725	context	XY	R1b	R1b1a1b1a	0.22	0.985	0	2.2.1.2.2.1	EuropeSW_6000BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
atp9	El Portalon Cave, Sierra de Atapuerca	Spain	SouthernEurope	Iberia_BronzeAge	42.35	-3.52	Gunther_PNAS_2015	3700	3568	3634	direct	XX	NA	NA	0.42	0.991	0	2.2.1.2.2.2	EuropeSW_6000BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
esp005	La Rioja, Cueva de los Lagos	Spain	SouthernEurope	Iberia_BronzeAge_Cogotas	42	-1	Valdiosera_PNAS_2018	3380	3360	3370	context	XY	R1b	R1b1a1b1a1	2.46	0.994	0	2.2.1.1.1.2.3	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
NEO649	El Toral III	Spain	SouthernEurope	Iberia_BronzeAge	43.402	-4.707	thisStudy	4241	3991	4116	direct	XY	R1b	R1b1a1b1a1	0.2	0.99	0	1.2.1.2.2.2.2	Europe_4500BP_2000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO650	El Toral III	Spain	SouthernEurope	Iberia_BronzeAge	43.402	-4.707	thisStudy	4234	3986	4110	direct	XY	R1b	R1b1a1b1a1	0.07	0.975	lowcov;lowGpAvg	NA	NA	NA	NA
NEO653	El Toral III	Spain	SouthernEurope	Iberia_BronzeAge	43.402	-4.707	thisStudy	3467	3368	3418	direct	XX	NA	NA	0.28	0.991	0	2.2.1.2.1.7	EuropeSW_6000BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
NEO632	Gruta do Caldeirão	Portugal	SouthernEurope	Iberia_Neolithic_Cardial	39.648	-8.415	thisStudy	7424	7270	7347	direct	XY	I2a	I2a1a	1.66	0.992	0	2.2.1.1.2.1	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
NEO631	Gruta do Caldeirão	Portugal	SouthernEurope	Iberia_Neolithic_Cardial	39.648	-8.415	thisStudy	7256	7013	7135	direct	XY	I2a	I2a1a	1.66	0.992	0	2.2.1.1.2.1	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
LU339	Lorga de Din	Portugal	SouthernEurope	Iberia_Neolithic	41.71	-6.93	GonzalesFortes_ProcRoyalSocB_2019	6815	6780	6798	direct	XY	I2a	I2a1a2	4.6	0.997	0	2.2.1.1.1.1.10	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
LD270	Lorga de Din	Portugal	SouthernEurope	Iberia_Neolithic	41.71	-6.93	GonzalesFortes_ProcRoyalSocB_2019	6464	6208	6336	direct	XY	H	H	4.06	0.997	0	2.2.1.1.1.1.9	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
LugarCanto41	Lugar do Canto	Portugal	SouthernEurope	Iberia_Neolithic	39.42	-8.82	Martiniano_PLoSGenetics_2017	6450	5450	5950	context	XX	NA	NA	1.07	0.994	0	2.2.1.1.1.1.11	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
LugarCanto42	Lugar do Canto	Portugal	SouthernEurope	Iberia_Neolithic	39.42	-8.82	Martiniano_PLoSGenetics_2017	6450	5450	5950	context	XX	NA	NA	3.01	0.996	0	2.2.1.1.1.1.12	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
LugarCanto44	Lugar do Canto	Portugal	SouthernEurope	Iberia_Neolithic	39.42	-8.82	Martiniano_PLoSGenetics_2017	6450	5450	5950	context	XX	NA	NA	2.02	0.995	0	2.2.1.1.1.1.13	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
DolmenAnsiao96B	Dolmen de Ansião	Portugal	SouthernEurope	Iberia_Neolithic	39.75	-8.81	Martiniano_PLoSGenetics_2017	5650	5250	5450	context	XY	I2a	I2a1a1a1a1	1.96	0.995	0	2.2.1.1.1.1.7	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
CabecoArruda117B	Cabeço da Arruda I	Portugal	SouthernEurope	Iberia_Neolithic	39.11	-8.66	Martiniano_PLoSGenetics_2017	5350	4750	5050	context	XY	I2a	I2a1a	0.38	0.991	0	2.2.1.1.1.1.2	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
CabecoArruda122A	Cabeço da Arruda I	Portugal	SouthernEurope	Iberia_Neolithic	39.11	-8.66	Martiniano_PLoSGenetics_2017	5350	4750	5050	context	XY	G2a	G2a2a	1.78	0.995	0	2.2.1.1.1.1.3	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
CovaMoura364	Cova da Moura	Portugal	SouthernEurope	Iberia_Neolithic	38.75	-9.22	Martiniano_PLoSGenetics_2017	5650	4150	4900	context	XY	I2a	I2a1a2	0.79	0.994	0	2.2.1.1.1.1.5	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
